"txfonts","\163","Ord","\mathsterling","POUND SIGN, fourier prints a dollar sign"
"unicode-math","\163","Ord","\sterling","POUND SIGN, fourier prints a dollar sign"
"amsfonts","\165","Ord","\yen","YEN SIGN"
"unicode-math","\165","Ord","\yen","YEN SIGN"
"amsxtra","\168","Ord","\spddot","Dot /die, alias for 0308"
"base","\172","Ord","\neg","NOT SIGN"
"base","\172","Ord","\lnot","NOT SIGN"
"unicode-math","\172","Ord","\neg","NOT SIGN"
"amsfonts","\174","Ord","\circledR","REGISTERED SIGN"
"base","\176","Ord","{^\circ}","deg"
"base","\177","Bin","\pm","plus-or-minus sign"
"unicode-math","\177","Bin","\pm","plus-or-minus sign"
"wrisym","\181","Alpha","\Micro","t \\textmu (textcomp), # \\mathrm{\\mu} (omlmathrm), # \\muup (kpfonts mathdesign), MICRO SIGN"
"mathcomp","\181","Alpha","\tcmu","t \\textmu (textcomp), # \\mathrm{\\mu} (omlmathrm), # \\muup (kpfonts mathdesign), MICRO SIGN"
"base","\183","Bin","\cdot","x \\centerdot, b: MIDDLE DOT"
"unicode-math","\183","Bin","\cdotp","x \\centerdot, b: MIDDLE DOT"
"base","\215","Bin","\times","MULTIPLICATION SIGN, z notation Cartesian product"
"unicode-math","\215","Bin","\times","MULTIPLICATION SIGN, z notation Cartesian product"
"amssymb","\240","Alpha","\eth","eth"
"arevmath","\240","Alpha","\eth","eth"
"unicode-math","\240","Alpha","\matheth","eth"
"base","\247","Bin","\div","divide sign"
"unicode-math","\247","Bin","\div","divide sign"
"base","\305","Alpha","\imath","imath"
"unicode-math","\437","Ord","\Zbar","impedance"
"base","\567","Alpha","\jmath","jmath"
"base","\710","Alpha","\hat{}","circ, alias for 0302"
"base","\768","Accent","\grave","grave accent"
"unicode-math","\768","Accent","\grave","grave accent"
"base","\769","Accent","\acute","acute accent"
"unicode-math","\769","Accent","\acute","acute accent"
"base","\770","Accent","\hat","circumflex accent"
"amssymb","\770","Accent","\widehat","circumflex accent"
"unicode-math","\770","Accent","\hat","circumflex accent"
"base","\771","Accent","\tilde","tilde"
"yhmat","\771","Accent","fourier","tilde"
"unicode-math","\771","Accent","\tilde","tilde"
"base","\772","Accent","\bar","macron"
"unicode-math","\772","Accent","\bar","macron"
"base","\773","Accent","\overline","overbar embellishment"
"unicode-math","\773","Accent","\overbar","overbar embellishment"
"base","\774","Accent","\breve","breve"
"unicode-math","\774","Accent","\breve","breve"
"base","\775","Accent","\dot","dot above"
"wrisym","\775","Accent","\Dot","dot above"
"unicode-math","\775","Accent","\dot","dot above"
"base","\776","Accent","\ddot","dieresis"
"wrisym","\776","Accent","\DDot","dieresis"
"unicode-math","\776","Accent","\ddot","dieresis"
"unicode-math","\777","Accent","\ovhook","COMBINING HOOK ABOVE"
"amssymb","\778","Accent","\mathring","ring"
"yhmath","\778","Accent","\ring","ring"
"unicode-math","\778","Accent","\ocirc","ring"
"base","\780","Accent","\check","caron"
"unicode-math","\780","Accent","\check","caron"
"unicode-math","\784","Accent","\candra","candrabindu (non-spacing)"
"unicode-math","\786","Accent","\oturnedcomma","COMBINING TURNED COMMA ABOVE"
"unicode-math","\789","Accent","\ocommatopright","COMBINING COMMA ABOVE RIGHT"
"unicode-math","\794","Accent","\droang","left angle above (non-spacing)"
"undertilde","\816","Accent","\utilde","under tilde accent (multiple characters and non-spacing)"
"unicode-math","\816","Accent","\wideutilde","under tilde accent (multiple characters and non-spacing)"
"base","\817","Accent","\underbar","COMBINING MACRON BELOW"
"unicode-math","\817","Accent","\underbar","COMBINING MACRON BELOW"
"base","\818","Accent","\underline","COMBINING LOW LINE"
"base","\824","Accent","\not","COMBINING LONG SOLIDUS OVERLAY"
"unicode-math","\824","Accent","\not","COMBINING LONG SOLIDUS OVERLAY"
"unicode-math","\913","Alpha","\upAlpha","capital alpha, greek"
"unicode-math","\914","Alpha","\upBeta","capital beta, greek"
"base","\915","Alpha","\Gamma","= \\mathrm{\\Gamma}, capital gamma, greek"
"-slantedGreek","\915","Alpha","\Gamma","= \\mathrm{\\Gamma}, capital gamma, greek"
"unicode-math","\915","Alpha","\upGamma","= \\mathrm{\\Gamma}, capital gamma, greek"
"base","\916","Alpha","\Delta","= \\mathrm{\\Delta}, capital delta, greek"
"-slantedGreek","\916","Alpha","\Delta","= \\mathrm{\\Delta}, capital delta, greek"
"unicode-math","\916","Alpha","\upDelta","= \\mathrm{\\Delta}, capital delta, greek"
"unicode-math","\917","Alpha","\upEpsilon","capital epsilon, greek"
"unicode-math","\918","Alpha","\upZeta","capital zeta, greek"
"unicode-math","\919","Alpha","\upEta","capital eta, greek"
"base","\920","Alpha","\Theta","= \\mathrm{\\Theta}, capital theta, greek"
"-slantedGreek","\920","Alpha","\Theta","= \\mathrm{\\Theta}, capital theta, greek"
"unicode-math","\920","Alpha","\upTheta","= \\mathrm{\\Theta}, capital theta, greek"
"unicode-math","\921","Alpha","\upIota","capital iota, greek"
"unicode-math","\922","Alpha","\upKappa","capital kappa, greek"
"base","\923","Alpha","\Lambda","= \\mathrm{\\Lambda}, capital lambda, greek"
"-slantedGreek","\923","Alpha","\Lambda","= \\mathrm{\\Lambda}, capital lambda, greek"
"unicode-math","\923","Alpha","\upLambda","= \\mathrm{\\Lambda}, capital lambda, greek"
"unicode-math","\924","Alpha","\upMu","capital mu, greek"
"unicode-math","\925","Alpha","\upNu","capital nu, greek"
"base","\926","Alpha","\Xi","= \\mathrm{\\Xi}, capital xi, greek"
"-slantedGreek","\926","Alpha","\Xi","= \\mathrm{\\Xi}, capital xi, greek"
"unicode-math","\926","Alpha","\upXi","= \\mathrm{\\Xi}, capital xi, greek"
"unicode-math","\927","Alpha","\upOmicron","capital omicron, greek"
"base","\928","Alpha","\Pi","= \\mathrm{\\Pi}, capital pi, greek"
"-slantedGreek","\928","Alpha","\Pi","= \\mathrm{\\Pi}, capital pi, greek"
"unicode-math","\928","Alpha","\upPi","= \\mathrm{\\Pi}, capital pi, greek"
"unicode-math","\929","Alpha","\upRho","capital rho, greek"
"base","\931","Alpha","\Sigma","= \\mathrm{\\Sigma}, capital sigma, greek"
"-slantedGreek","\931","Alpha","\Sigma","= \\mathrm{\\Sigma}, capital sigma, greek"
"unicode-math","\931","Alpha","\upSigma","= \\mathrm{\\Sigma}, capital sigma, greek"
"unicode-math","\932","Alpha","\upTau","capital tau, greek"
"base","\933","Alpha","\Upsilon","= \\mathrm{\\Upsilon}, capital upsilon, greek"
"-slantedGreek","\933","Alpha","\Upsilon","= \\mathrm{\\Upsilon}, capital upsilon, greek"
"unicode-math","\933","Alpha","\upUpsilon","= \\mathrm{\\Upsilon}, capital upsilon, greek"
"base","\934","Alpha","\Phi","= \\mathrm{\\Phi}, capital phi, greek"
"-slantedGreek","\934","Alpha","\Phi","= \\mathrm{\\Phi}, capital phi, greek"
"unicode-math","\934","Alpha","\upPhi","= \\mathrm{\\Phi}, capital phi, greek"
"unicode-math","\935","Alpha","\upChi","capital chi, greek"
"base","\936","Alpha","\Psi","= \\mathrm{\\Psi}, capital psi, greek"
"-slantedGreek","\936","Alpha","\Psi","= \\mathrm{\\Psi}, capital psi, greek"
"unicode-math","\936","Alpha","\upPsi","= \\mathrm{\\Psi}, capital psi, greek"
"base","\937","Alpha","\Omega","= \\mathrm{\\Omega}, capital omega, greek"
"-slantedGreek","\937","Alpha","\Omega","= \\mathrm{\\Omega}, capital omega, greek"
"unicode-math","\937","Alpha","\upOmega","= \\mathrm{\\Omega}, capital omega, greek"
"base","\945","Alpha","\alpha","= \\alphaup (kpfonts mathdesign), = \\upalpha (upgreek), alpha, greek"
"omlmathrm","\945","Alpha","\mathrm{\alpha}","= \\alphaup (kpfonts mathdesign), = \\upalpha (upgreek), alpha, greek"
"unicode-math","\945","Alpha","\upalpha","= \\alphaup (kpfonts mathdesign), = \\upalpha (upgreek), alpha, greek"
"base","\946","Alpha","\beta","= \\betaup (kpfonts mathdesign), = \\upbeta (upgreek), beta, greek"
"omlmathrm","\946","Alpha","\mathrm{\beta}","= \\betaup (kpfonts mathdesign), = \\upbeta (upgreek), beta, greek"
"unicode-math","\946","Alpha","\upbeta","= \\betaup (kpfonts mathdesign), = \\upbeta (upgreek), beta, greek"
"base","\947","Alpha","\gamma","= \\gammaup (kpfonts mathdesign), = \\upgamma (upgreek), gamma, greek"
"omlmathrm","\947","Alpha","\mathrm{\gamma}","= \\gammaup (kpfonts mathdesign), = \\upgamma (upgreek), gamma, greek"
"unicode-math","\947","Alpha","\upgamma","= \\gammaup (kpfonts mathdesign), = \\upgamma (upgreek), gamma, greek"
"base","\948","Alpha","\delta","= \\deltaup (kpfonts mathdesign), = \\updelta (upgreek), delta, greek"
"omlmathrm","\948","Alpha","\mathrm{\delta}","= \\deltaup (kpfonts mathdesign), = \\updelta (upgreek), delta, greek"
"unicode-math","\948","Alpha","\updelta","= \\deltaup (kpfonts mathdesign), = \\updelta (upgreek), delta, greek"
"base","\949","Alpha","\varepsilon","= \\varepsilonup (kpfonts mathdesign), = \\upepsilon (upgreek), rounded epsilon, greek"
"omlmathrm","\949","Alpha","\mathrm{\varepsilon}","= \\varepsilonup (kpfonts mathdesign), = \\upepsilon (upgreek), rounded epsilon, greek"
"unicode-math","\949","Alpha","\upepsilon","= \\varepsilonup (kpfonts mathdesign), = \\upepsilon (upgreek), rounded epsilon, greek"
"base","\950","Alpha","\zeta","= \\zetaup (kpfonts mathdesign), = \\upzeta (upgreek), zeta, greek"
"omlmathrm","\950","Alpha","\mathrm{\zeta}","= \\zetaup (kpfonts mathdesign), = \\upzeta (upgreek), zeta, greek"
"unicode-math","\950","Alpha","\upzeta","= \\zetaup (kpfonts mathdesign), = \\upzeta (upgreek), zeta, greek"
"base","\951","Alpha","\eta","= \\etaup (kpfonts mathdesign), = \\upeta (upgreek), eta, greek"
"omlmathrm","\951","Alpha","\mathrm{\eta}","= \\etaup (kpfonts mathdesign), = \\upeta (upgreek), eta, greek"
"unicode-math","\951","Alpha","\upeta","= \\etaup (kpfonts mathdesign), = \\upeta (upgreek), eta, greek"
"base","\952","Alpha","\theta","= \\thetaup (kpfonts mathdesign), straight theta, = \\uptheta (upgreek), theta, greek"
"omlmathrm","\952","Alpha","\mathrm{\theta}","= \\thetaup (kpfonts mathdesign), straight theta, = \\uptheta (upgreek), theta, greek"
"unicode-math","\952","Alpha","\uptheta","= \\thetaup (kpfonts mathdesign), straight theta, = \\uptheta (upgreek), theta, greek"
"base","\953","Alpha","\iota","= \\iotaup (kpfonts mathdesign), = \\upiota (upgreek), iota, greek"
"omlmathrm","\953","Alpha","\mathrm{\iota}","= \\iotaup (kpfonts mathdesign), = \\upiota (upgreek), iota, greek"
"unicode-math","\953","Alpha","\upiota","= \\iotaup (kpfonts mathdesign), = \\upiota (upgreek), iota, greek"
"base","\954","Alpha","\kappa","= \\kappaup (kpfonts mathdesign), = \\upkappa (upgreek), kappa, greek"
"omlmathrm","\954","Alpha","\mathrm{\kappa}","= \\kappaup (kpfonts mathdesign), = \\upkappa (upgreek), kappa, greek"
"unicode-math","\954","Alpha","\upkappa","= \\kappaup (kpfonts mathdesign), = \\upkappa (upgreek), kappa, greek"
"base","\955","Alpha","\lambda","= \\lambdaup (kpfonts mathdesign), = \\uplambda (upgreek), lambda, greek"
"omlmathrm","\955","Alpha","\mathrm{\lambda}","= \\lambdaup (kpfonts mathdesign), = \\uplambda (upgreek), lambda, greek"
"unicode-math","\955","Alpha","\uplambda","= \\lambdaup (kpfonts mathdesign), = \\uplambda (upgreek), lambda, greek"
"base","\956","Alpha","\mu","= \\muup (kpfonts mathdesign), = \\upmu (upgreek), mu, greek"
"omlmathrm","\956","Alpha","\mathrm{\mu}","= \\muup (kpfonts mathdesign), = \\upmu (upgreek), mu, greek"
"unicode-math","\956","Alpha","\upmu","= \\muup (kpfonts mathdesign), = \\upmu (upgreek), mu, greek"
"base","\957","Alpha","\nu","= \\nuup (kpfonts mathdesign), = \\upnu (upgreek), nu, greek"
"omlmathrm","\957","Alpha","\mathrm{\nu}","= \\nuup (kpfonts mathdesign), = \\upnu (upgreek), nu, greek"
"unicode-math","\957","Alpha","\upnu","= \\nuup (kpfonts mathdesign), = \\upnu (upgreek), nu, greek"
"base","\958","Alpha","\xi","= \\xiup (kpfonts mathdesign), = \\upxi (upgreek), xi, greek"
"omlmathrm","\958","Alpha","\mathrm{\xi}","= \\xiup (kpfonts mathdesign), = \\upxi (upgreek), xi, greek"
"unicode-math","\958","Alpha","\upxi","= \\xiup (kpfonts mathdesign), = \\upxi (upgreek), xi, greek"
"unicode-math","\959","Alpha","\upomicron","small omicron, greek"
"base","\960","Alpha","\pi","= \\piup (kpfonts mathdesign), = \\uppi (upgreek), pi, greek"
"omlmathrm","\960","Alpha","\mathrm{\pi}","= \\piup (kpfonts mathdesign), = \\uppi (upgreek), pi, greek"
"unicode-math","\960","Alpha","\uppi","= \\piup (kpfonts mathdesign), = \\uppi (upgreek), pi, greek"
"base","\961","Alpha","\rho","= \\rhoup (kpfonts mathdesign), = \\uprho (upgreek), rho, greek"
"omlmathrm","\961","Alpha","\mathrm{\rho}","= \\rhoup (kpfonts mathdesign), = \\uprho (upgreek), rho, greek"
"unicode-math","\961","Alpha","\uprho","= \\rhoup (kpfonts mathdesign), = \\uprho (upgreek), rho, greek"
"base","\962","Alpha","\varsigma","= \\varsigmaup (kpfonts mathdesign), = \\upvarsigma (upgreek), terminal sigma, greek"
"omlmathrm","\962","Alpha","\mathrm{\varsigma}","= \\varsigmaup (kpfonts mathdesign), = \\upvarsigma (upgreek), terminal sigma, greek"
"unicode-math","\962","Alpha","\upvarsigma","= \\varsigmaup (kpfonts mathdesign), = \\upvarsigma (upgreek), terminal sigma, greek"
"base","\963","Alpha","\sigma","= \\sigmaup (kpfonts mathdesign), = \\upsigma (upgreek), sigma, greek"
"omlmathrm","\963","Alpha","\mathrm{\sigma}","= \\sigmaup (kpfonts mathdesign), = \\upsigma (upgreek), sigma, greek"
"unicode-math","\963","Alpha","\upsigma","= \\sigmaup (kpfonts mathdesign), = \\upsigma (upgreek), sigma, greek"
"base","\964","Alpha","\tau","= \\tauup (kpfonts mathdesign), = \\uptau (upgreek), tau, greek"
"omlmathrm","\964","Alpha","\mathrm{\tau}","= \\tauup (kpfonts mathdesign), = \\uptau (upgreek), tau, greek"
"unicode-math","\964","Alpha","\uptau","= \\tauup (kpfonts mathdesign), = \\uptau (upgreek), tau, greek"
"base","\965","Alpha","\upsilon","= \\upsilonup (kpfonts mathdesign), = \\upupsilon (upgreek), upsilon, greek"
"omlmathrm","\965","Alpha","\mathrm{\upsilon}","= \\upsilonup (kpfonts mathdesign), = \\upupsilon (upgreek), upsilon, greek"
"unicode-math","\965","Alpha","\upupsilon","= \\upsilonup (kpfonts mathdesign), = \\upupsilon (upgreek), upsilon, greek"
"base","\966","Alpha","\varphi","= \\varphiup (kpfonts mathdesign), = \\upvarphi (upgreek), curly or open phi, greek"
"omlmathrm","\966","Alpha","\mathrm{\varphi}","= \\varphiup (kpfonts mathdesign), = \\upvarphi (upgreek), curly or open phi, greek"
"unicode-math","\966","Alpha","\upvarphi","= \\varphiup (kpfonts mathdesign), = \\upvarphi (upgreek), curly or open phi, greek"
"base","\967","Alpha","\chi","= \\chiup (kpfonts mathdesign), = \\upchi (upgreek), chi, greek"
"omlmathrm","\967","Alpha","\mathrm{\chi}","= \\chiup (kpfonts mathdesign), = \\upchi (upgreek), chi, greek"
"unicode-math","\967","Alpha","\upchi","= \\chiup (kpfonts mathdesign), = \\upchi (upgreek), chi, greek"
"base","\968","Alpha","\psi","= \\psiup (kpfonts mathdesign), = \\uppsi (upgreek), psi, greek"
"omlmathrm","\968","Alpha","\mathrm{\psi}","= \\psiup (kpfonts mathdesign), = \\uppsi (upgreek), psi, greek"
"unicode-math","\968","Alpha","\uppsi","= \\psiup (kpfonts mathdesign), = \\uppsi (upgreek), psi, greek"
"base","\969","Alpha","\omega","= \\omegaup (kpfonts mathdesign), = \\upomega (upgreek), omega, greek"
"omlmathrm","\969","Alpha","\mathrm{\omega}","= \\omegaup (kpfonts mathdesign), = \\upomega (upgreek), omega, greek"
"unicode-math","\969","Alpha","\upomega","= \\omegaup (kpfonts mathdesign), = \\upomega (upgreek), omega, greek"
"arevmath","\976","Alpha","\varbeta","rounded beta, greek"
"unicode-math","\976","Alpha","\upvarbeta","rounded beta, greek"
"base","\977","Alpha","\vartheta","= \\varthetaup (kpfonts mathdesign), curly or open theta"
"omlmathrm","\977","Alpha","\mathrm{\vartheta}","= \\varthetaup (kpfonts mathdesign), curly or open theta"
"unicode-math","\977","Alpha","\upvartheta","= \\varthetaup (kpfonts mathdesign), curly or open theta"
"base","\978","Alpha","\mathrm{\Upsilon}","GREEK UPSILON WITH HOOK SYMBOL"
"unicode-math","\978","Alpha","\upUpsilon","GREEK UPSILON WITH HOOK SYMBOL"
"base","\981","Alpha","\phi","= \\phiup (kpfonts mathdesign), GREEK PHI SYMBOL (straight)"
"omlmathrm","\981","Alpha","\mathrm{\phi}","= \\phiup (kpfonts mathdesign), GREEK PHI SYMBOL (straight)"
